vendor,category,confidence
Kathmandu Gaming,Entertainment,0.95
Butwal Electronics Biratnagar,Shopping,0.84
Hetauda Super Goods Dhangadhi 503,Other,0.84
Mero Urban Agency,Business,0.89
Quick Trans,Transportation,0.81
Bagmati Bus Service Janakpur,Transportation,0.85
Bagmati University,Education,0.84
Trust Care Kathmandu,Healthcare,0.89
Pashupati Mega Pharmacy Gorkha,Healthcare,0.84
Quick Global College Gorkha,Education,0.93
Butwal Institute,Education,0.87
Royal Broadband,Utilities,0.85
Nepalgunj Resort,Travel,0.96
Elite Playzone Jumla,Entertainment,0.83
Nepalgunj Classic Retreat,Travel,0.95
Prime Travels Jumla,Travel,0.82
Classic Modern Stationery,Education,0.94
Happy Institute Biratnagar,Education,0.86
Pashupati Health Center,Healthcare,0.86
Riverside Center Gorkha,Education,0.85
Elite Lodge 700,Travel,0.81
Blue Super Services,Business,0.87
Trust Store,Shopping,0.91
Everest Agency Chitwan,Business,0.86
Lumbini University,Education,0.98
Bagmati Stationery Biratnagar,Education,0.97
Bhaktapur Agency,Business,0.84
Chitwan Modern Travels 216,Transportation,0.88
Metro Modern Bazaar 671,Shopping,0.88
Janakpur Consultancy,Business,0.85
Pokhara Outlet Janakpur,Shopping,0.96
Metro Institute,Education,0.82
Mero Rides,Transportation,0.81
Mountain Bazaar,Shopping,0.86
Dharan Playzone,Entertainment,0.95
Koshi Rides 426,Transportation,0.9
Urban Global Retreat,Travel,0.81
First Beverages Biratnagar,Food & Dining,0.9
Pokhara Flight,Travel,0.9
Suryodaya Outlet Pokhara 794,Shopping,0.81
First Bazaar Butwal,Shopping,0.82
Urban Arcade,Entertainment,0.93
Pashupati Outlet,Shopping,0.88
Kathmandu Travels 640,Transportation,0.91
Sukrishna Sewa,Transportation,0.87
Seti Playzone,Entertainment,0.94
Everest Laboratory,Healthcare,0.89
Smart Hotel Dhangadhi,Travel,0.98
Sundar Hospital Syangja,Healthcare,0.84
Dullu Arcade Pokhara,Entertainment,0.87
Metro Printing 981,Business,0.94
Himal Mega Lounge,Entertainment,0.81
Koshi Bus Service Biratnagar,Transportation,0.97
Naya Super Rides Syangja,Transportation,0.94
Naya Restaurant Janakpur,Food & Dining,0.98
Suryodaya Solutions Bhaktapur,Business,0.94
Himal Global Hotel,Travel,0.9
Pokhara Urban Consultancy Lalitpur,Business,0.87
Pashupati Laboratory,Healthcare,0.88
Pokhara Pasal,Other,0.83
Sukrishna Electric,Utilities,0.88
Himal Outlet,Shopping,0.89
Pashupati Foods Dharan,Food & Dining,0.82
Heritage Logistics,Business,0.88
Urban Club,Entertainment,0.83
Seti Urban School Nepalgunj,Education,0.92
Naya Foods 964,Food & Dining,0.95
Nepalgunj Transport Jumla,Transportation,0.88
Urban Rides Hetauda,Transportation,0.84
Sajilo Academy Chitwan,Education,0.81
Gorkha Urban Cafe Pokhara,Food & Dining,0.82
Sajilo Classic Foods,Food & Dining,0.81
Prime Training Jumla,Education,0.85
Riverside Hostel Biratnagar,Business,0.82
Ananda Outlet Chitwan,Shopping,0.96
Prime Cafe Janakpur 561,Food & Dining,0.81
City Resort Lalitpur,Travel,0.99
Dullu Mega Emporium,Shopping,0.82
Metro Modern Trans,Transportation,0.9
Pokhara Momo Hetauda,Food & Dining,0.89
Biratnagar Modern Pharmacy,Healthcare,0.83
Bishal Rentals Gorkha,Business,0.92
Green Flight Syangja,Travel,0.83
Everest Cafe 859,Food & Dining,0.83
Lakeside Classic Hostel,Business,0.83
Janakpur Gaming Butwal,Entertainment,0.9
Koshi Lounge 887,Entertainment,0.86
Smart Consultancy,Business,0.92
Pashupati Kirana,Other,0.85
Quick Mega Beverages Butwal 912,Food & Dining,0.9
Sunrise Vendor Pokhara,Other,0.96
Chitwan Energy 835,Utilities,0.84
Metro Hospital Dhangadhi,Healthcare,0.98
First Super Service Lalitpur,Utilities,0.87
Mero Global College,Education,0.96
Smart Bus Service Jumla,Transportation,0.82
Quick Mega Trek,Travel,0.89
Sukrishna Cinema,Entertainment,0.98
Butwal Gaming Jumla 845,Entertainment,0.97
Sajilo Pharmacy Biratnagar 160,Healthcare,0.81
Bagmati Kitchen,Food & Dining,0.85
Ananda Training Butwal,Education,0.97
Nepal Telecom Dharan,Utilities,0.89
Bagmati Stationery Lalitpur,Education,0.94
Dullu Gaming Bhaktapur,Entertainment,0.91
Syangja Gaming Kathmandu 661,Entertainment,0.92
Koshi College Bhaktapur,Education,0.96
Hetauda Consultancy,Business,0.8
Sunrise Modern Center Lalitpur 162,Other,0.97
Royal Petrol Pump Dhangadhi,Transportation,0.84
Ananda Provider Pokhara,Other,0.95
Dharan Clinic,Healthcare,0.86
Metro Water 941,Utilities,0.8
Pashupati Super Shop,Shopping,0.98
Kathmandu Books Butwal,Education,0.92
Lakeside Solutions,Business,0.86
Quick Hospital,Healthcare,0.87
Lalitpur Super Bus Service,Transportation,0.96
Riverside Retreat 772,Travel,0.83
Green Classic Point,Other,0.97
Pashupati Modern Laboratory Janakpur,Healthcare,0.98
Bhaktapur Academy 431,Education,0.89
Pokhara Telecom Syangja,Utilities,0.95
Mero University,Education,0.93
Bhaktapur Gaming Butwal,Entertainment,0.97
Bagmati Events,Entertainment,0.95
Moonlight Mart Lalitpur,Shopping,0.92
Janakpur Bazaar,Shopping,0.95
Sundar Guest House Butwal,Travel,0.81
Naya Broadband Dhangadhi,Utilities,0.82
Himal Flight,Travel,0.97
Hetauda Super Health Center Dharan,Healthcare,0.92
Royal Electric,Utilities,0.93
Classic Sewa Gorkha,Transportation,0.96
Urban Mega Agency,Travel,0.92
Sundar Foods Bhaktapur,Food & Dining,0.83
Everest Trek,Travel,0.93
Himal Modern Petrol Pump,Transportation,0.97
Mountain Mega Kirana Nepalgunj,Other,0.87
Bagmati Bhojanalay,Food & Dining,0.93
Gorkha Theatre Dhangadhi 222,Entertainment,0.84
Hetauda Pharmacy,Healthcare,0.91
Urban Point Butwal,Other,0.98
Classic Bazaar,Shopping,0.83
Kathmandu Classic Studio Nepalgunj 765,Entertainment,0.95
Syangja Consultancy Hetauda,Business,0.88
Gorkha Bhojanalay Dharan,Food & Dining,0.92
Lalitpur Modern Guest House,Travel,0.93
Classic Super Cable Lalitpur,Utilities,0.98
Good Bakery,Food & Dining,0.83
Bagmati School Biratnagar,Education,0.84
Quick Urban Rentals Dharan,Business,0.98
Janakpur Taxi,Transportation,0.91
Chitwan Super Fashion Janakpur 726,Shopping,0.98
Koshi Global Broadband Nepalgunj,Utilities,0.93
Seti Bhojanalay,Food & Dining,0.85
Sundar Institute Janakpur,Education,0.82
Sundar Entertainment,Entertainment,0.88
Seti Lodge Dhangadhi,Travel,0.89
Dullu Rentals Gorkha,Business,0.9
Everest Tours Janakpur,Travel,0.85
Nepal Rides Lalitpur,Transportation,0.94
Pashupati Care Dhangadhi,Healthcare,0.93
Janakpur Lounge Janakpur,Entertainment,0.81
Prime Lodge,Travel,0.87
Pashupati Trans,Transportation,0.83
Metro Club Kathmandu 152,Entertainment,0.85
Chitwan Urban Foods,Food & Dining,0.96
Sukrishna Cafe,Food & Dining,0.97
City Mega Shop,Shopping,0.85
City Garage,Transportation,0.88
Lalitpur Electronics Hetauda,Shopping,0.96
Golden Medical Pokhara,Healthcare,0.9
Pashupati Urban Bazaar,Shopping,0.96
Everest Restaurant Nepalgunj,Food & Dining,0.85
Lumbini Super Printing,Business,0.89
Everest Provider,Utilities,0.84
Riverside Retreat 584,Travel,0.84
Chitwan Retreat,Travel,0.82
Koshi Center,Other,0.85
City Supplies,Business,0.83
Lumbini Printing Syangja,Business,0.94
Naya Beverages,Food & Dining,0.86
Mero Arcade Bhaktapur 462,Entertainment,0.82
Bishal Solutions Syangja,Business,0.94
Koshi Broadband Butwal,Utilities,0.86
Elite Super Corner Syangja,Other,0.88
Happy Super Logistics Bhaktapur,Business,0.89
Riverside Fuel Station,Transportation,0.85
Sajilo Urban College Kathmandu 575,Education,0.86
Classic Telecom Butwal 853,Utilities,0.86
Dullu Urban Energy,Utilities,0.96
Bagmati Retreat,Travel,0.84
Ananda Super Shop 989,Shopping,0.9
Dullu Clinic Lalitpur,Healthcare,0.96
Bhaktapur Training,Education,0.95
Ananda Supplies,Business,0.85
Chitwan Service Butwal,Utilities,0.96
Urban Trans,Transportation,0.98
Biratnagar Mart Pokhara 992,Food & Dining,0.93
Good Events,Entertainment,0.94
Riverside Urban Travels,Transportation,0.87
Pashupati Entertainment,Entertainment,0.85
Blue Pharmacy,Healthcare,0.94
Mero Bus Service,Transportation,0.91
Golden Ayurveda Janakpur,Healthcare,0.91
Butwal Travels Hetauda,Travel,0.96
Lumbini Hospital Dhangadhi,Healthcare,0.97
Moonlight Office,Business,0.83
Metro Logistics Nepalgunj,Business,0.94
Sukrishna Restaurant Dharan,Food & Dining,0.81
Quick Outlet Chitwan,Shopping,0.86
Pokhara Club 345,Entertainment,0.86
Golden Pasal Janakpur,Other,0.81
Golden Vendor 447,Other,0.89
Sajilo Super Sewa Biratnagar,Transportation,0.87
Green Club Syangja,Entertainment,0.89
Gorkha Stationery Dharan,Education,0.98
Butwal Guest House,Travel,0.95
Everest College Butwal 119,Education,0.95
Mountain Arcade,Entertainment,0.99
Janakpur Global Tuition Dharan,Education,0.87
Janakpur Global Collection,Shopping,0.92
Riverside Diagnostics,Healthcare,0.91
Everest Electric,Utilities,0.98
Butwal Cable,Utilities,0.91
Quick Resort Butwal,Travel,0.81
Gorkha Office Chitwan,Business,0.93
Smart Foods Gorkha,Food & Dining,0.93
Trust Restaurant Gorkha,Food & Dining,0.8
Urban Water Gorkha,Utilities,0.99
Metro Urban Travels Hetauda,Travel,0.89
Kathmandu Pasal Biratnagar 63,Other,0.97
Blue Collection Jumla 757,Shopping,0.9
Happy Super Agency Dharan,Travel,0.83
Bagmati Global Laboratory Gorkha,Healthcare,0.97
Nepal Global Telecom Bhaktapur,Utilities,0.92
Lalitpur Modern Wellness Dharan,Healthcare,0.85
Classic Diner Lalitpur,Food & Dining,0.95
Nepal Studio Butwal 6,Entertainment,0.84
Hetauda Rentals,Business,0.93
Lumbini Utility Dhangadhi,Utilities,0.82
Lakeside Goods Gorkha,Other,0.86
Butwal Entertainment 310,Entertainment,0.9
Urban Academy 596,Education,0.88
Pashupati Hostel Dharan 885,Business,0.92
Mountain Classic Provider 890,Utilities,0.91
Dullu Lounge Hetauda,Entertainment,0.85
Hetauda Rides Dharan,Transportation,0.8
Lalitpur Telecom 225,Utilities,0.83
City Mega Emporium Hetauda,Shopping,0.9
Lakeside Center,Education,0.95
Dharan Beverages,Food & Dining,0.82
Heritage Super Stationery,Education,0.87
Pokhara Printing Pokhara 71,Business,0.92
Green Transport Kathmandu,Transportation,0.95
Lakeside Broadband 755,Utilities,0.84
Chitwan Lodge Syangja 112,Travel,0.88
Koshi Global Diagnostics,Healthcare,0.84
Classic Mega Vendor 909,Other,0.97
Elite Global Emporium Chitwan,Shopping,0.95
Bhaktapur Mart Jumla,Food & Dining,0.96
Dullu Diner 680,Food & Dining,0.95
Sajilo Mega Electronics,Shopping,0.99
Sunrise Pharmacy 753,Healthcare,0.95
Lakeside Institute Nepalgunj,Education,0.91
Ananda Beverages Janakpur 963,Food & Dining,0.9
Sunrise Shop Bhaktapur,Shopping,0.85
Lumbini Beverages,Food & Dining,0.97
Bagmati Electronics,Shopping,0.97
Green Agency Jumla,Business,0.9
Dharan Consultancy Pokhara,Business,0.85
Smart Medical Butwal 540,Healthcare,0.9
Good Momo,Food & Dining,0.97
City Super Broadband,Utilities,0.81
Lumbini Electronics Chitwan,Shopping,0.95
Sajilo Bakery Bhaktapur,Food & Dining,0.83
Butwal Water Jumla,Utilities,0.82
Sukrishna Diner Jumla,Food & Dining,0.97
Urban Pasal,Other,0.88
Pashupati Clinic Dharan 213,Healthcare,0.88
Dharan Collection Butwal,Shopping,0.88
Pashupati Lounge,Entertainment,0.89
Syangja Foods Biratnagar,Food & Dining,0.93
Hetauda Classic Sewa,Transportation,0.91
Butwal Cafe,Food & Dining,0.85
Kathmandu Electric,Utilities,0.8
Bishal Mega Electric Bhaktapur,Utilities,0.95
Lalitpur Transport Dhangadhi,Transportation,0.93
Blue Fashion,Shopping,0.96
Quick Electric Biratnagar,Utilities,0.88
Sukrishna Utility,Utilities,0.97
Pashupati Modern Cinema Bhaktapur 570,Entertainment,0.81
Sajilo Global Internet,Utilities,0.84
Biratnagar Modern Garage Hetauda 341,Transportation,0.94
Classic Depo,Shopping,0.98
Prime Bazaar,Shopping,0.8
Golden Cinema,Entertainment,0.81
Elite Theatre Kathmandu,Entertainment,0.82
Syangja Collection Hetauda,Shopping,0.83
Lalitpur Super Provider,Other,0.89
Kathmandu Vendor Kathmandu,Other,0.84
First Super Cafe,Food & Dining,0.91
Mountain Broadband Kathmandu,Utilities,0.94
Prime Petrol Pump Butwal,Transportation,0.82
Mountain Books,Education,0.96
Ananda Petrol Pump Gorkha,Transportation,0.81
City Services,Business,0.82
Syangja Health Center Jumla 67,Healthcare,0.8
Dullu Urban Events Syangja,Entertainment,0.85
Butwal Global Pasal,Other,0.84
Urban Hospital Biratnagar,Healthcare,0.98
Green Global Tuition,Education,0.96
Bishal Retreat Biratnagar,Travel,0.82
Bhaktapur Hospital,Healthcare,0.97
Prime Urban Retreat Hetauda,Travel,0.96
Biratnagar Vendor,Other,0.84
Koshi Gaming Butwal,Entertainment,0.98
Gorkha Utility Gorkha,Utilities,0.87
Himal Water Chitwan,Utilities,0.9
Prime Restaurant Lalitpur,Food & Dining,0.85
Classic Classic Taxi 520,Transportation,0.9
Sunrise Transport,Transportation,0.99
Sunrise Pharmacy,Healthcare,0.91
Prime Solutions 970,Business,0.83
Nepalgunj Classic Bhojanalay Kathmandu 320,Food & Dining,0.88
Mountain Diner,Food & Dining,0.89
Bishal Gaming,Entertainment,0.99
Sajilo Point 81,Other,0.93
Quick Electronics Biratnagar,Shopping,0.86
Bagmati Foods,Food & Dining,0.82
Lalitpur Corner Dhangadhi,Other,0.8
Mero Printing,Business,0.88
Dullu Provider Lalitpur,Other,0.8
Janakpur Institute,Education,0.98
Bishal Shop,Shopping,0.94
Mountain Travels,Travel,0.92
Chitwan Urban Emporium 947,Shopping,0.91
Green Cable,Utilities,0.92
Urban Hostel Lalitpur 402,Business,0.85
Lumbini University 503,Education,0.91
Ananda Electronics Syangja 572,Shopping,0.96
Pashupati Mart Jumla,Food & Dining,0.94
Naya Global Tuition Biratnagar 621,Education,0.86
Seti Bazaar Syangja 833,Shopping,0.86
Himal Lounge,Entertainment,0.88
Janakpur Urban Lounge Syangja,Entertainment,0.9
Golden Super Bakery,Food & Dining,0.96
Everest Internet Kathmandu,Utilities,0.89
First Classic Hospital Lalitpur,Healthcare,0.92
Mero Modern Fashion Syangja,Shopping,0.88
First Travels Pokhara,Travel,0.97
Lalitpur Mega Internet,Utilities,0.98
Elite Tuition 975,Education,0.98
Dullu Shop Butwal,Other,0.96
Dullu Arcade Dhangadhi,Entertainment,0.96
Koshi Modern Center Pokhara,Education,0.87
Biratnagar Provider Jumla,Utilities,0.86
Golden Agency Dharan,Travel,0.88
Naya Petrol Pump,Transportation,0.8
Good Urban Garage,Transportation,0.96
Pokhara Urban Retreat,Travel,0.93
Sajilo Water Nepalgunj,Utilities,0.85
Metro Utility Pokhara,Utilities,0.83
Dharan Kirana Chitwan,Other,0.89
Butwal Wellness Syangja 620,Healthcare,0.87
Metro Restaurant,Food & Dining,0.9
Blue Trek Chitwan,Travel,0.96
Sukrishna Momo,Food & Dining,0.82
Prime Mega Pharmacy Biratnagar 178,Healthcare,0.83
Quick School Bhaktapur,Education,0.94
Quick Goods,Other,0.95
Mountain Agency Syangja,Travel,0.98
Sajilo Internet Bhaktapur,Utilities,0.88
Urban Petrol Pump,Transportation,0.97
Butwal Global Agency,Travel,0.88
Gorkha Service,Utilities,0.88
Koshi Modern Utility,Utilities,0.82
First Kitchen 369,Food & Dining,0.93
Urban Printing,Business,0.94
Kathmandu Bus Service,Transportation,0.99
Ananda Rides,Transportation,0.91
Mountain Mart 349,Food & Dining,0.89
Happy University,Education,0.94
Everest Mega Provider Jumla 252,Utilities,0.96
Blue Gaming 582,Entertainment,0.85
Bishal Global Logistics,Business,0.9
Green Stationery Hetauda,Education,0.91
Prime Pharmacy,Healthcare,0.97
First Cable,Utilities,0.93
Biratnagar Modern Utility,Utilities,0.95
Pokhara Global Studio,Entertainment,0.85
Elite Energy 537,Utilities,0.85
Prime Broadband Bhaktapur,Utilities,0.83
Metro Modern Wellness,Healthcare,0.85
First Studio,Entertainment,0.97
Urban Global Office,Business,0.93
Butwal University Biratnagar,Education,0.9
Golden Travels Dhangadhi,Travel,0.82
Moonlight Flight,Travel,0.99
Lumbini University Lalitpur,Education,0.9
Happy Modern Momo Butwal,Food & Dining,0.85
Heritage Institute Hetauda,Education,0.99
Hetauda Corner,Other,0.94
Lumbini Taxi Chitwan,Transportation,0.81
Mountain Travels Hetauda 126,Transportation,0.94
Sukrishna Office Kathmandu,Business,0.85
Seti Bakery Biratnagar,Food & Dining,0.83
Bishal Provider,Utilities,0.94
Naya Classic Logistics Dhangadhi,Business,0.95
First Classic Entertainment 951,Entertainment,0.91
Lakeside Events Butwal 218,Entertainment,0.9
Elite Assortment,Other,0.94
Blue Classic Gaming,Entertainment,0.95
Good Kitchen,Food & Dining,0.86
Butwal Resort,Travel,0.91
Pokhara Supplies Chitwan 330,Business,0.97
Sukrishna Store,Shopping,0.88
Good Mart 44,Shopping,0.96
Gorkha Classic Cable,Utilities,0.86
Mountain Petrol Pump Dhangadhi,Transportation,0.98
Dullu Corner 712,Other,0.93
Royal Telecom,Utilities,0.97
Lumbini Momo Pokhara,Food & Dining,0.86
Riverside Lounge,Entertainment,0.86
Prime Global Provider Janakpur,Other,0.88
Sukrishna Solutions Syangja,Business,0.92
Kathmandu Super Pharmacy,Healthcare,0.9
Kathmandu Depo,Shopping,0.85
Sukrishna Bakery,Food & Dining,0.98
Smart Energy,Utilities,0.85
Kathmandu Cinema 811,Entertainment,0.84
Butwal Pasal Pokhara 525,Other,0.85
Pokhara Urban Trans,Transportation,0.9
Suryodaya Kirana Butwal,Other,0.93
Suryodaya Telecom 901,Utilities,0.98
Blue Electronics 522,Shopping,0.94
Royal Goods,Other,0.93
Bishal Water Chitwan,Utilities,0.97
Classic Super Water,Utilities,0.89
Metro Entertainment,Entertainment,0.91
Bagmati Classic Wellness 28,Healthcare,0.93
Biratnagar Clinic,Healthcare,0.87
Urban Fashion Biratnagar,Shopping,0.87
Everest Internet Bhaktapur,Utilities,0.97
Bishal Fashion Syangja 301,Shopping,0.84
Bhaktapur Center Butwal,Other,0.97
Dullu Internet Syangja,Utilities,0.85
Chitwan Care Dharan,Healthcare,0.93
Green Diner Chitwan,Food & Dining,0.97
Prime Classic Diner,Food & Dining,0.88
Sunrise Hostel,Business,0.89
Green Urban College,Education,0.98
Good Assortment,Other,0.98
Quick Trans Dharan,Transportation,0.82
Nepalgunj Modern Bakery Syangja,Food & Dining,0.89
Heritage Care Dharan,Healthcare,0.86
Prime Ayurveda 246,Healthcare,0.81
Dullu Classic Laboratory,Healthcare,0.89
Urban Diner 980,Food & Dining,0.82
Moonlight Diner Chitwan 239,Food & Dining,0.82
Hetauda Utility 128,Utilities,0.84
Lumbini Classic Foods Biratnagar 242,Food & Dining,0.83
Moonlight Urban Stationery 863,Education,0.84
Hetauda Fuel Station,Transportation,0.92
Sajilo Classic Academy 298,Education,0.89
Bishal Solutions,Business,0.81
Lakeside Urban Care,Healthcare,0.95
Sundar Internet Butwal,Utilities,0.98
Happy Bakery Bhaktapur,Food & Dining,0.85
Moonlight Diner Butwal 553,Food & Dining,0.91
Blue Super College,Education,0.81
Bagmati Global Kirana 42,Other,0.89
Sukrishna Provider Biratnagar,Utilities,0.83
Koshi Wellness Dharan,Healthcare,0.94
Lakeside Taxi Kathmandu,Transportation,0.84
Ananda Mega Internet Janakpur,Utilities,0.83
Good Global Academy,Education,0.93
Riverside Gaming Nepalgunj,Entertainment,0.93
Pokhara Mega Foods,Food & Dining,0.82
Pashupati Restaurant Chitwan 666,Food & Dining,0.92
Pashupati Supplies,Business,0.82
Butwal Global Resort,Travel,0.98
Green Super Travels Syangja,Transportation,0.89
Blue Medical,Healthcare,0.82
Chitwan Super School Janakpur 569,Education,0.88
Sundar Petrol Pump Butwal,Transportation,0.81
Bagmati Mart Butwal,Food & Dining,0.81
Green Broadband,Utilities,0.92
Metro Trek Butwal 664,Travel,0.97
Gorkha Classic Vendor Janakpur,Other,0.82
Nepal Taxi Jumla,Transportation,0.97
Sukrishna Store Jumla,Shopping,0.87
Janakpur Tuition Bhaktapur,Education,0.89
Mero Rentals 218,Business,0.98
Lakeside Point Pokhara,Other,0.93
Sunrise Cafe Dhangadhi 247,Food & Dining,0.84
Smart Super Garage,Transportation,0.83
Green Agency,Travel,0.83
Urban Energy Gorkha,Utilities,0.87
Ananda Mega Store Lalitpur 121,Shopping,0.93
Sundar Supplies Nepalgunj,Business,0.97
Naya Agency 969,Business,0.99
Classic Global Service Kathmandu,Utilities,0.92
Sundar Entertainment Janakpur,Entertainment,0.84
Janakpur Travels Hetauda 234,Travel,0.83
Royal Bhojanalay Lalitpur,Food & Dining,0.86
Happy Foods 339,Food & Dining,0.96
Everest Logistics Pokhara,Business,0.95
Nepal Water Gorkha,Utilities,0.89
Gorkha Mega Entertainment,Entertainment,0.82
Happy Modern Point Lalitpur,Other,0.84
Chitwan Diner Kathmandu,Food & Dining,0.95
Biratnagar Mega Foods Lalitpur 10,Food & Dining,0.95
Sundar Mega Shop Dharan,Other,0.92
Heritage Telecom 841,Utilities,0.86
Bagmati Modern Garage Nepalgunj,Transportation,0.85
Urban Vendor Janakpur,Other,0.89
Naya University Dharan,Education,0.99
Heritage Modern Tuition,Education,0.89
Chitwan Agency,Travel,0.96
Gorkha Wellness Hetauda 989,Healthcare,0.84
Hetauda Restaurant 604,Food & Dining,0.96
Lumbini Retreat 34,Travel,0.86
Royal Point 870,Other,0.96
Butwal Mega Restaurant Dharan 183,Food & Dining,0.84
Sunrise Beverages Chitwan,Food & Dining,0.97
Smart Kirana,Other,0.82
Mero Petrol Pump,Transportation,0.83
Heritage Center Pokhara,Other,0.94
